trace_x trace_y
1151.2637456932878 548
1158.6045137078445 598
1165.8992220557427 648
1172.9087483211597 698
1179.6633427276797 748
1186.121422059048 798
1192.383285760175 848
1198.4127565991143 898
1204.1594298500163 948
1209.7991752173791 998
1215.0935807345763 1048
1220.273640967637 1098
1225.1375815393062 1148
1229.9355856767922 1198
1234.404338538215 1248
1238.7456892869122 1298
1242.8543217383751 1348
1246.7698528515855 1398
1250.4418702689918 1448
1253.9718033616714 1498
1257.2686635043192 1548
1260.3587179180258 1598
1263.3032737692697 1648
1266.0016013679442 1698
1268.4879183677397 1748
1270.806142469903 1798
1272.9371727697735 1848
1274.8504486641639 1898
1276.5936070490084 1948
1278.1191796975947 1998
1279.5309416930147 2048
1280.4986778670286 2098
1281.48580116458 2148
1282.2856212521874 2198
1282.8422257698141 2248
1283.2323706363195 2298
1283.3943910953165 2348
1283.3549026144024 2398
1283.0827968466567 2448
1282.6340038201502 2498
1281.926677893128 2548
1281.0192013064045 2598
1279.9958736338285 2648
1278.6341145702088 2698
1277.120432316566 2748
1275.468282128397 2798
1273.4519161216394 2848
1271.331179888244 2898
1269.0854732284079 2948
1266.4749878394848 2998
1263.5525672415904 3048
1260.5856164586567 3098
1257.2114014289434 3148
1253.5992438560615 3198
1250.2798834022637 3248
