trace_x trace_y
1611 598
1627 698
1641 798
1652.91 898
1663.84 998
1673.94699872127 1098
1683.024567271562 1198
1691.1151515056833 1298
1694.9804287117763 1348
1698.423623433379 1398
1701.9382273989124 1448
1705.033064862819 1498
1707.9765002000936 1548
1710.8128930813864 1598
1713.3940791989548 1648
1715.7468354338216 1698
1717.9397406533187 1748
1719.9624208722453 1798
1721.891964613926 1848
1723.3999189476506 1898
1724.9177471792211 1948
1726.16091954188 1998
1727.0910722141584 2048
1727.8701421905394 2098
1728.4635306659345 2148
1729.0631820712947 2198
1729.3917241542742 2248
1729.4835329455054 2298
1729.487704931937 2348
1728.9823091307337 2398
1728.4851380066084 2448
1727.673619619629 2498
1726.666210649161 2548
1725.8484349309322 2598
1724.420841701181 2648
1722.8611111173159 2698
1721.1415929414973 2748
1719.1068702201885 2798
1717.0714285258862 2848
1715 2898
1709 2998
1707.6478873545602 3048
