trace_x trace_y
1430 548
1440 598
1448.0194410528798 648
1454.9252796622156 698
1461.7785235094636 748
1468.202308804589 798
1474.378244752199 848
1480.1894361593165 898
1485.8314059657991 948
1491.2431011855929 998
1496.384016967712 1048
1501.3592911729208 1098
1506.033256344251 1148
1510.5192092126183 1198
1514.8018499354814 1248
1518.955597952804 1298
1522.8310723319685 1348
1526.5761684283668 1398
1530.0626233104476 1448
1533.314177024259 1498
1536.439900996024 1548
1539.3531517955687 1598
1542.024527937627 1648
1544.5131757718873 1698
1546.8285284759338 1748
1548.9317424133042 1798
1550.90441369956 1848
1552.6822710060317 1898
1554.205408296338 1948
1555.5585798725826 1998
1556.775834335445 2048
1557.6077762497928 2098
1558.4245845770652 2148
1559.0949707782618 2198
1559.5571571881262 2248
1559.7908226625912 2298
1559.7715690582895 2348
1559.5872645429554 2398
1559.206113853625 2448
1558.6120306685384 2498
1557.792843693072 2548
1556.758844166842 2598
1555.5394165027765 2648
1554.0649301882017 2698
1552.3210332213753 2748
1550.4865319741677 2798
1548.2291372165068 2848
1545.9670122461243 2898
1543.2140957177967 2948
1540.6552315565577 2998
1537.780423273952 3048
1534.3497942495185 3098
1531.2529411562207 3148
1529.3673469764087 3198
1526.477611935757 3248
