trace_x trace_y
734.8744662681469 548
742.1127401415571 598
749.5282136894825 648
756.7970020325204 698
763.7936974789916 748
770.689354896037 798
777.2966567257887 848
783.6780731384931 898
789.8543073183905 948
795.8244177117994 998
801.5795233463035 1048
807.1266983695652 1098
812.4778010471205 1148
817.5911295911296 1198
822.5455734030631 1248
827.2367014284463 1298
831.7734276332408 1348
836.0842678628645 1398
840.1569099378881 1448
844.0122622806374 1498
847.7065346258456 1548
851.1411211816046 1598
854.3787418374604 1648
857.4207995951417 1698
860.1868078668684 1748
862.8222393000709 1798
865.215102182196 1848
867.3839806915132 1898
869.3738942945599 1948
871.1011210887389 1998
872.6270907750751 2048
873.9371469346495 2098
875.0762442216486 2148
876.0945102932003 2198
876.8098591549295 2248
877.3184890933167 2298
877.6539757653976 2348
877.7141480053389 2398
877.5942848170828 2448
877.2523797698866 2498
876.7045828640735 2548
875.9293125810635 2598
875.0009060706735 2648
873.8548281147362 2698
872.4291229340089 2748
870.835889157923 2798
869.0496866606983 2848
867.0491172871875 2898
864.8042763157895 2948
862.4125275263029 2998
859.7993009030002 3048
856.9459659511473 3098
853.8509687034277 3148
850.5614285714286 3198
847.1058315334773 3248
