trace_x trace_y
981.9761658031088 548
989.0177215189873 598
996.1977419354839 648
1003.324083011583 698
1010.0667469052502 748
1016.7422951476501 798
1023.177111984067 848
1029.2430735726994 898
1035.1547843657447 948
1040.9041384146017 998
1046.406327614091 1048
1051.6948612570393 1098
1056.7739379568175 1148
1061.7023691394138 1198
1066.3581533074314 1248
1070.8514084690146 1298
1075.1212216534996 1348
1079.178155134416 1398
1083.0266873949856 1448
1086.697143264257 1498
1090.1391105443386 1548
1093.3801274081839 1598
1096.3797135784246 1648
1099.2451381335632 1698
1101.9136536325116 1748
1104.3253113836827 1798
1106.522676397065 1848
1108.6310992588703 1898
1110.4198108344845 1948
1112.0297691802116 1998
1113.474446210969 2048
1114.6017633659194 2098
1115.659624806846 2148
1116.4929448659889 2198
1117.1902625444982 2248
1117.6279353304926 2298
1117.7931104454628 2348
1117.8113088271054 2398
1117.5954418279678 2448
1117.2068341039683 2498
1116.6069639106067 2548
1115.7513443438163 2598
1114.7288605838803 2648
1113.4743458907462 2698
1112.057499051666 2748
1110.427365359498 2798
1108.515443041771 2848
1106.4408010937952 2898
1104.100334459229 2948
1101.641246290084 2998
1098.820258955939 3048
1095.9165808374255 3098
1092.77093595144 3148
1089.2466019147957 3198
1085.4992548340213 3248
