trace_x trace_y
439.9501625135428 548
447.27611484422727 598
454.87673538073204 648
462.19771137952955 698
469.4737532808399 748
476.49625385632436 798
483.35871505056514 848
490.03299120234607 898
496.45399188092017 948
502.6791679798298 998
508.7277037037037 1048
514.613572234763 1098
520.2128279883382 1148
525.630072193179 1198
530.8545432488172 1248
535.8600546572535 1298
540.6978709394206 1348
545.2504170141785 1398
549.6207136467548 1448
553.7383260783538 1498
557.6686325101364 1548
561.357300787123 1598
564.8642728287948 1648
568.1340385092141 1698
571.1273543319709 1748
573.9429938053792 1798
576.534127843987 1848
578.9139421270199 1898
581.0128825675777 1948
582.9483051473303 1998
584.6631662804172 2048
586.0662909684116 2098
587.4024618261141 2148
588.5064445932373 2198
589.36640625 2248
589.9814247069432 2298
590.4052013422819 2348
590.5895515032036 2398
590.5555217523578 2448
590.2993378897906 2498
589.8197812112327 2548
589.1499404052444 2598
588.2846622651092 2648
587.1659768211921 2698
585.8320668693009 2748
584.2986202365308 2798
582.6156531324638 2848
580.7326467559217 2898
578.6291262135923 2948
576.3417245370371 2998
573.8314343163539 3048
571.1289915966387 3098
568.3051031487514 3148
565.2456016889514 3198
562.1084093211753 3248
