trace_x trace_y
564.3855534709194 548
571.730946882217 598
579.3265230312036 648
586.6742636746143 698
593.7947718413208 748
600.7807669142743 798
607.5466950203793 848
614.1375879224566 898
620.4203891050583 948
626.5760743321719 998
632.4297235023041 1048
638.2821595536118 1098
643.9673480222989 1148
649.0711060948081 1198
654.1609444384274 1248
659.0033499137144 1298
663.6871046228711 1348
668.168710480935 1398
672.4294837679616 1448
676.78895575797 1498
680.4416411223768 1548
683.9579101261927 1598
687.2553159628632 1648
690.3549248989024 1698
693.1794745020483 1748
695.92521893815 1798
698.5555707170636 1848
700.8093029600327 1898
702.8776616849623 1948
704.7599708009822 1998
706.7839553186088 2048
707.6508281864121 2098
708.7861514375178 2148
709.7796571601941 2198
710.6468457115855 2248
711.2761285075234 2298
711.6998974884674 2348
711.8694324712644 2398
711.7538950389504 2448
711.4047138762077 2498
710.871330878485 2548
710.1145764937623 2598
709.1719967438074 2648
708.2114866519715 2698
707.0120319048262 2748
705.4812145376476 2798
703.6877866485477 2848
701.7382218844984 2898
699.5588950276243 2948
697.2186512118019 2998
694.2371285672257 3048
691.6738007380073 3098
688.8031890660592 3148
686.069696969697 3198
683.53480475382 3248
