trace_x trace_y
1662 598
1678 698
1692 798
1705 898
1715.7 998
1725.5212355317435 1098
1730.121107244037 1148
1734.6071044132825 1198
1738.8714574972157 1248
1742.5103448343855 1298
1746.714416033152 1348
1750.0462633273708 1398
1753.3664185130353 1448
1756.5469879615516 1498
1759.5673981313644 1548
1762.1979734762233 1598
1764.7553516897685 1648
1767.2288197083792 1698
1769.2139156076662 1748
1771.1617113944633 1798
1772.8917525720033 1848
1774.6143067804253 1898
1776.0599221903865 1948
1777.1095785421671 1998
1778.586512843811 2098
1779.1789168442544 2148
1779.845659173336 2198
1780.0302663491127 2248
1780.2244898016493 2298
1780.0999999822802 2348
1779.661341847935 2398
1778.2231404963713 2498
1777 2598
1774 2698
1770 2798
1765 2898
