trace_x trace_y
1464.517367460143 548
1471.4517203087712 598
1478.8033946127155 648
1485.8488796304716 698
1492.667932470988 748
1499.0829972879383 798
1505.1999999812122 848
1511.0018219434592 898
1516.510672854474 948
1521.9762916691848 998
1527.2157512907447 1048
1532.0709726004486 1098
1536.83050554671 1148
1541.2719973886633 1198
1545.586264646467 1248
1549.6461916486646 1298
1553.5650180678322 1348
1557.1973105664047 1398
1560.6322279425833 1448
1563.9186818581509 1498
1566.955972704039 1548
1569.8920749505303 1598
1572.5965155879053 1648
1575.051664017726 1698
1577.3566680586473 1748
1579.4939275578959 1798
1581.431689982353 1848
1583.1220061270988 1898
1584.6212835767476 1948
1585.9916632061238 1998
1587.1187089793489 2048
1588.0233160714643 2098
1588.8483242817979 2148
1589.3927297905695 2198
1589.8569553696243 2248
1590.0072859655622 2298
1590.0835389374154 2348
1589.859353841218 2398
1589.4189662565598 2448
1588.7804817882839 2498
1587.9355750229688 2548
1586.8938311861598 2598
1585.6394429824397 2648
1584.1381732980224 2698
1582.4450704202993 2748
1580.3913948330678 2798
1578.2962641170955 2848
1575.9976608217235 2898
1573.160596044512 2948
1570.6572052524093 2998
1567.5205882298958 3048
1564.6244343997146 3098
1560.2992700787242 3148
1558.2421052382972 3198
