trace_x trace_y
623.381601362862 548
630.7700964630225 598
638.2581444759206 648
645.4381931295645 698
652.5951620264719 748
659.5160559123536 798
666.2603298758714 848
673.5862018023341 898
679.4421604763255 948
685.1509334735734 998
690.7992936304956 1048
696.6077837051406 1098
702.0870607028754 1148
707.2062358276644 1198
712.1127724030099 1248
717.1646341463414 1298
721.8247288905367 1348
726.2253408179631 1398
730.4106255788499 1448
734.3823058446758 1498
738.137875659555 1548
741.6908996591078 1598
745.0351276399061 1648
748.1509035932776 1698
751.0414585756312 1748
753.7093530890329 1798
756.1658837912619 1848
758.4114967601206 1898
760.4396398681207 1948
762.2373339891785 1998
763.8787483702738 2048
765.1854128915351 2098
766.438529273375 2148
767.4682146396715 2198
768.2330821513002 2248
768.8183235867447 2298
769.1182564017569 2348
769.2492675985603 2398
769.1521663476597 2448
768.8546827516346 2498
768.313315926893 2548
767.602258599254 2598
766.6827676240209 2648
765.5118091064037 2698
764.145945945946 2748
762.5956951716114 2798
760.8241206030151 2848
758.8576171154556 2898
756.6089674498814 2948
754.2727272727273 2998
751.7248218159281 3048
748.945967110415 3098
745.9479535118746 3148
742.8400823610158 3198
739.480749219563 3248
