trace_x trace_y
1301.089999997896 548
1308.1694800784128 598
1315.5444491791789 648
1322.5227556097152 698
1329.1516145281853 748
1335.5405405503025 798
1341.7569141081005 848
1347.6881081941758 898
1353.3434328208468 948
1358.8641837005523 998
1364.1084573321866 1048
1369.073209099345 1098
1373.8864284968727 1148
1378.4679102128723 1198
1382.899892781688 1248
1387.081576015114 1298
1391.0408834872405 1348
1394.83519879979 1398
1398.4412111664997 1448
1401.7856603742482 1498
1404.9880269487915 1548
1407.9765740367295 1598
1410.8039372265278 1648
1413.376093674098 1698
1415.8583290018494 1748
1418.05516492136 1798
1420.0314469287082 1848
1421.8573874551041 1898
1423.4979912206684 1948
1424.9783391101969 1998
1426.214076831689 2048
1427.200725169734 2098
1428.0833032443766 2148
1428.814823415971 2198
1429.3010036174041 2248
1429.5901877233355 2298
1429.7070786765055 2348
1429.570649303904 2398
1429.2504466303178 2448
1428.7551800671351 2498
1427.9538933061308 2548
1426.9851213806016 2598
1425.8840423505617 2648
1424.5025010341756 2698
1422.9360788319432 2748
1421.0758154540774 2798
1419.0956101074348 2848
1416.8828197961209 2898
1414.289442444904 2948
1411.6187050216058 2998
1408.6677814765044 3048
1405.6906710453138 3098
1402.4534313614915 3148
1398.4323307732486 3198
1395.2112676405802 3248
