trace_x trace_y
234.3741935483871 548
241.66795740561471 598
249.13483831604637 648
256.43811659192824 698
263.7775289287047 748
270.93074003795067 798
277.80016816143495 848
284.7154560349536 898
291.193531694696 948
297.5420673076923 998
303.94935669312895 1048
310.0116086235489 1098
315.61785791874865 1148
321.2470829068577 1198
326.5796153846154 1248
331.8877815427546 1298
336.7816091954023 1348
341.53503571971424 1398
346.05175339366514 1448
350.377707704963 1498
354.56376080691643 1548
358.34083916083915 1598
361.99045346062053 1648
365.4126576366184 1698
368.547373358349 1748
371.71166666666664 1798
374.25393722167917 1848
376.6480701754386 1898
379.14904506303833 1948
381.02239502332816 1998
382.85532384198916 2048
384.40617232808614 2098
385.82241301400813 2148
387.0062436144852 2198
387.9937966685813 2248
388.71647976596785 2298
389.2001018978474 2348
389.4906596995428 2398
389.5318630767149 2448
389.3527406986652 2498
388.9990903577926 2548
388.349136577708 2598
387.55087897227855 2648
386.5453712190651 2698
385.36492136173604 2748
383.9272131147541 2798
382.2777352716144 2848
380.5766750770956 2898
378.5065543071161 2948
376.4069279216235 2998
373.94921552436006 3048
371.41389432485323 3098
368.71107055961073 3148
365.96901626646013 3198
362.95632698768196 3248
