trace_x trace_y
1069.2631578927528 548
1076.4303991896702 598
1083.7474849139903 648
1090.7615793370344 698
1097.6180169003658 748
1104.1579127857287 798
1110.4656703044186 848
1116.4854794385146 898
1122.361916915146 948
1127.9998825936236 998
1133.4273897037629 1048
1138.644581975993 1098
1143.6734674419674 1148
1148.508918157332 1198
1153.0938222813134 1248
1157.4407617092206 1298
1161.622410413819 1348
1165.6050632833796 1398
1169.3851242911267 1448
1172.9988262873965 1498
1176.3259047644788 1548
1179.505812900206 1598
1182.5002570837971 1648
1185.2557115757106 1698
1187.8517148919732 1748
1190.2031209612264 1798
1192.4170751558515 1848
1194.3810951526107 1898
1196.1265256567676 1948
1197.7028201949036 1998
1199.0773451236012 2048
1200.1647676457112 2098
1201.203348727923 2148
1202.0459784266095 2198
1202.6446050666761 2248
1203.0422122169896 2298
1203.250599775777 2348
1203.19969242881 2398
1203.0112149429756 2448
1202.5587126186094 2498
1202.0415829335032 2548
1201.0593173369807 2598
1200.0296205703667 2648
1198.7186661113624 2698
1197.20031645755 2748
1195.5324834142841 2798
1193.650226467199 2848
1191.5170255490143 2898
1189.2270500014872 2948
1186.696615128608 2998
1183.8702327876904 3048
1180.821936339806 3098
1177.6839749251596 3148
1174.1561679880128 3198
1170.4722792482964 3248
