trace_x trace_y
1750.139861758245 24
1756.5572222951123 74
1762.8241148379814 124
1768.9228313408128 174
1774.8077813837756 224
1780.4329198813691 274
1785.9742873885243 324
1791.2374257360973 374
1796.3235158887019 424
1801.1540222742058 474
1805.8612679407065 524
1810.3335336930058 574
1814.6149783536719 624
1818.7034768956548 674
1822.6128003312087 724
1826.2770237955667 774
1829.8252908656996 824
1833.1117486046026 874
1836.231776503231 924
1839.0837192825493 974
1841.791645956377 1024
1844.051703877791 1074
1846.4263939537695 1124
1848.549099345786 1174
1850.4926518743614 1224
1852.2652339856759 1274
1853.8458575730408 1324
1855.1806919392727 1374
1856.3887825181203 1424
1857.3586984359067 1474
1858.1432379625282 1524
1858.7372874353423 1574
1859.0988655475032 1624
1859.326924808333 1674
1859.3029465856707 1724
1859.0826096088692 1774
1858.7346368715084 1824
1858.109978084311 1874
1857.3737996462985 1924
1856.4012642279026 1974
1855.2544336588005 2024
