trace_x trace_y
1880.1373874237813 24
1886.5070066399485 74
1892.680076123229 124
1898.6884433970572 174
1904.5140546661185 224
1910.0765043198799 274
1915.4547203213613 324
1920.6530687277755 374
1925.6657881405824 424
1930.5021657971968 474
1935.0813901838517 524
1939.4870492680698 574
1943.7112402349378 624
1947.7359230953487 674
1951.5878980225893 724
1955.1828109435749 774
1958.6148029378955 824
1961.8626449794847 874
1964.9206154306034 924
1967.7919575803987 974
1970.3771553579113 1024
1972.6482092467984 1074
1974.9213863976083 1124
1976.983644068786 1174
1978.8999783396748 1224
1980.6147214412856 1274
1982.1615278538975 1324
1983.522790915119 1374
1984.6360612867172 1424
1985.5463232471295 1474
1986.2933579816179 1524
1986.886768223189 1574
1987.2085522135962 1624
1987.4356399942308 1674
1987.3729957510798 1724
1987.1459412694783 1774
1986.7635535253883 1824
1986.1221609061865 1874
1985.3694170940812 1924
1984.376563004947 1974
1983.2196895727416 2024
