trace_x trace_y
2507.7108919107473 24
2513.7561985550956 74
2519.619178916233 124
2525.1649595901904 174
2530.5115580773195 224
2535.709435683581 274
2540.753391356934 324
2545.613768248971 374
2550.2276300088056 424
2554.739826892555 474
2559.017260495081 524
2563.0414601575812 574
2566.9566531993473 624
2570.71249872754 674
2574.210362836695 724
2577.544687526945 774
2580.704117879876 824
2583.6999467184573 874
2586.494842212713 924
2589.0644841448257 974
2591.4820618687095 1024
2593.0 1024
2591.4820618687095 1024
2593.413887753314 1074
2595.4708835479337 1124
2597.3426338079144 1174
2599.0577935690876 1224
2600.588060006123 1274
2601.866556082744 1324
2602.986199117158 1374
2603.913524587612 1424
2604.696273830156 1474
2605.276975118394 1524
2605.7004830507753 1574
2605.882777958543 1624
2605.856478441672 1674
2605.6840064620355 1724
2605.334943914489 1774
2604.830707414592 1824
2604.080743753037 1874
2603.229844219732 1924
2602.124287449771 1974
2600.883820581934 2024
