trace_x trace_y
3294.6720779079296 24
3300.0958636471028 74
3305.442751855259 124
3310.6409872764525 174
3315.686045082313 224
3320.503811726554 274
3325.0997857014895 324
3329.532802749769 374
3333.802518644062 424
3337.8761619518446 474
3341.825737819128 524
3345.6106309312127 574
3349.0891736268554 624
3352.4389029058557 674
3355.6236891749345 724
3358.6356211771904 774
3361.4844960303867 824
3364.0814222014815 874
3366.5116282205745 924
3368.8744151376122 974
3371.0123074889284 1024
3373.0 1024
3371.0123074889284 1024
3372.537693794627 1074
3374.209346964323 1124
3375.8264604320652 1174
3377.170575003308 1224
3378.4530979965434 1274
3379.489311534527 1324
3380.321715055089 1374
3381.049252089749 1424
3381.597965891768 1474
3381.8339392614057 1524
3381.9519468186136 1574
3381.8675411992544 1624
3381.6264240925548 1674
3381.238041431262 1724
3380.684813559322 1774
3379.841809471163 1824
3378.821509150163 1874
3377.6266409942236 1924
3376.3529704200846 1974
3375.012587930396 2024
