trace_x trace_y
1.422718082308965 424
5.972206030117302 474
11.451315621898729 524
16.76321952875507 574
21.88445060410384 624
26.805721715497995 674
31.534988920341583 724
36.02321535991675 774
40.313555782202805 824
44.41095091123275 874
48.27112319664493 924
51.97253853991865 974
55.35742651506518 1024
58.461607933415976 1074
61.5081608139617 1124
64.38687569070622 1174
67.05780626219588 1224
69.52112650498562 1274
71.7613732627091 1324
73.80134489337186 1374
75.64209546211899 1424
77.28255993773234 1474
78.73431197724281 1524
79.9349282937944 1574
80.96151520540637 1624
81.79395029597877 1674
82.4378724282667 1724
82.90142930529115 1774
83.1447932631869 1824
83.23493385104977 1874
83.12472329993098 1924
82.840027922399 1974
82.36551699020286 2024
