trace_x trace_y
3541.379144696055 24
3546.9175623042283 74
3552.1701763646547 124
3557.312931801556 174
3562.057574221143 224
3566.867837464929 274
3571.333820492932 324
3575.6176829610445 374
3579.8142265042443 424
3583.8096481133166 474
3587.687698053293 524
3591.245201296778 574
3594.677738494346 624
3597.882508969289 674
3600.991209662383 724
3603.916753198929 774
3606.6816675532536 824
3609.1874380356835 874
3611.5134772783554 924
3613.7044860693 974
3615.5642243276425 1024
3616.0 1024
3615.5642243276425 1024
3617.0543196854924 1074
3618.7808739553466 1124
3620.1728658377983 1174
3621.5715224714486 1224
3622.636041254174 1274
3623.555856002606 1324
3624.313775689135 1374
3624.9352990330667 1424
3625.206371959678 1474
3625.5303267620848 1524
3625.5106091271136 1574
3625.324749751662 1624
3625.0445370984553 1674
3624.56237340641 1724
3623.7596738324687 1774
3622.791228418337 1824
3621.645092270661 1874
3620.4644223412397 1924
3619.0926305015355 1974
3617.8169112508735 2024
